county,year,quarter,age_band,population_sample,employed,unemployed,self_employed,employment_rate,self_emp_rate
Laois,2018,Q2,15-19,416,149,10,20,35.8,13.4
Laois,2018,Q2,20-24,409,285,33,54,69.7,18.9
Laois,2018,Q2,25-29,253,211,22,41,83.4,19.4
Laois,2018,Q2,30-34,278,235,16,40,84.5,17.0
Laois,2018,Q3,15-19,372,131,10,21,35.2,16.0
Laois,2018,Q3,20-24,284,188,18,29,66.2,15.4
Laois,2018,Q3,25-29,266,219,17,18,82.3,8.2
Laois,2018,Q3,30-34,412,351,28,47,85.2,13.4
Laois,2018,Q4,15-19,393,136,10,27,34.6,19.9
Laois,2018,Q4,20-24,406,276,24,48,68.0,17.4
Laois,2018,Q4,25-29,324,265,19,23,81.8,8.7
Laois,2018,Q4,30-34,376,327,21,43,87.0,13.1
Laois,2019,Q1,15-19,330,118,6,22,35.8,18.6
Laois,2019,Q1,20-24,294,207,21,45,70.4,21.7
Laois,2019,Q1,25-29,341,281,25,25,82.4,8.9
Laois,2019,Q1,30-34,297,259,12,52,87.2,20.1
Laois,2019,Q2,15-19,313,112,8,16,35.8,14.3
Laois,2019,Q2,20-24,407,283,16,57,69.5,20.1
Laois,2019,Q2,25-29,346,295,31,31,85.3,10.5
Laois,2019,Q2,30-34,297,273,27,53,91.9,19.4
Laois,2019,Q3,15-19,242,87,4,9,36.0,10.3
Laois,2019,Q3,20-24,361,254,27,46,70.4,18.1
Laois,2019,Q3,25-29,381,324,20,38,85.0,11.7
Laois,2019,Q3,30-34,348,301,24,60,86.5,19.9
Laois,2019,Q4,15-19,394,136,13,25,34.5,18.4
Laois,2019,Q4,20-24,276,198,19,42,71.7,21.2
Laois,2019,Q4,25-29,264,224,12,28,84.8,12.5
Laois,2019,Q4,30-34,319,288,25,43,90.3,14.9
Laois,2020,Q1,15-19,395,123,6,23,31.1,18.7
Laois,2020,Q1,20-24,380,241,13,23,63.4,9.5
Laois,2020,Q1,25-29,377,281,30,54,74.5,19.2
Laois,2020,Q1,30-34,310,245,28,53,79.0,21.6
Laois,2020,Q2,15-19,280,87,8,18,31.1,20.7
Laois,2020,Q2,20-24,406,247,26,22,60.8,8.9
Laois,2020,Q2,25-29,356,267,26,41,75.0,15.4
Laois,2020,Q2,30-34,319,259,17,28,81.2,10.8
Laois,2020,Q3,15-19,256,79,6,11,30.9,13.9
Laois,2020,Q3,20-24,345,219,10,26,63.5,11.9
Laois,2020,Q3,25-29,293,216,25,32,73.7,14.8
Laois,2020,Q3,30-34,256,198,21,20,77.3,10.1
Laois,2020,Q4,15-19,412,131,15,15,31.8,11.5
Laois,2020,Q4,20-24,308,183,13,30,59.4,16.4
Laois,2020,Q4,25-29,360,265,17,26,73.6,9.8
Laois,2020,Q4,30-34,332,257,26,58,77.4,22.6
Laois,2021,Q1,15-19,295,102,8,13,34.6,12.7
Laois,2021,Q1,20-24,252,171,13,27,67.9,15.8
Laois,2021,Q1,25-29,323,257,13,25,79.6,9.7
Laois,2021,Q1,30-34,403,338,26,75,83.9,22.2
Laois,2021,Q2,15-19,241,81,3,10,33.6,12.3
Laois,2021,Q2,20-24,317,219,18,35,69.1,16.0
Laois,2021,Q2,25-29,416,348,34,57,83.7,16.4
Laois,2021,Q2,30-34,385,338,15,63,87.8,18.6
Laois,2021,Q3,15-19,324,115,7,10,35.5,8.7
Laois,2021,Q3,20-24,315,216,15,47,68.6,21.8
Laois,2021,Q3,25-29,394,312,30,39,79.2,12.5
Laois,2021,Q3,30-34,349,299,16,66,85.7,22.1
Laois,2021,Q4,15-19,251,86,5,15,34.3,17.4
Laois,2021,Q4,20-24,412,271,25,61,65.8,22.5
Laois,2021,Q4,25-29,306,247,14,37,80.7,15.0
Laois,2021,Q4,30-34,385,327,16,38,84.9,11.6
Laois,2022,Q1,15-19,296,115,12,24,38.9,20.9
Laois,2022,Q1,20-24,362,253,17,34,69.9,13.4
Laois,2022,Q1,25-29,345,293,24,66,84.9,22.5
Laois,2022,Q1,30-34,324,313,15,72,96.6,23.0
Laois,2022,Q2,15-19,349,132,9,30,37.8,22.7
Laois,2022,Q2,20-24,294,211,20,43,71.8,20.4
Laois,2022,Q2,25-29,331,284,29,57,85.8,20.1
Laois,2022,Q2,30-34,306,286,17,38,93.5,13.3
Laois,2022,Q3,15-19,240,93,4,13,38.8,14.0
Laois,2022,Q3,20-24,304,219,22,33,72.0,15.1
Laois,2022,Q3,25-29,411,371,36,63,90.3,17.0
Laois,2022,Q3,30-34,307,295,21,53,96.1,18.0
Laois,2022,Q4,15-19,368,135,8,31,36.7,23.0
Laois,2022,Q4,20-24,260,186,12,35,71.5,18.8
Laois,2022,Q4,25-29,350,318,34,56,90.9,17.6
Laois,2022,Q4,30-34,266,252,23,38,94.7,15.1
Laois,2023,Q1,15-19,369,138,11,17,37.4,12.3
Laois,2023,Q1,20-24,408,307,28,29,75.2,9.4
Laois,2023,Q1,25-29,349,323,23,54,92.6,16.7
Laois,2023,Q1,30-34,353,334,27,67,94.6,20.1
Laois,2023,Q2,15-19,401,152,11,22,37.9,14.5
Laois,2023,Q2,20-24,365,276,26,62,75.6,22.5
Laois,2023,Q2,25-29,390,346,16,32,88.7,9.2
Laois,2023,Q2,30-34,252,235,24,41,93.3,17.4
Laois,2023,Q3,15-19,301,117,7,17,38.9,14.5
Laois,2023,Q3,20-24,283,209,22,28,73.9,13.4
Laois,2023,Q3,25-29,360,313,25,63,86.9,20.1
Laois,2023,Q3,30-34,245,234,13,27,95.5,11.5
Laois,2023,Q4,15-19,413,155,16,14,37.5,9.0
Laois,2023,Q4,20-24,252,184,8,29,73.0,15.8
Laois,2023,Q4,25-29,396,359,42,35,90.7,9.7
Laois,2023,Q4,30-34,357,332,38,63,93.0,19.0
Laois,2024,Q1,15-19,248,92,3,19,37.1,20.7
Laois,2024,Q1,20-24,411,308,27,49,74.9,15.9
Laois,2024,Q1,25-29,412,368,31,40,89.3,10.9
Laois,2024,Q1,30-34,373,361,29,60,96.8,16.6
Laois,2024,Q2,15-19,319,123,13,26,38.6,21.1
Laois,2024,Q2,20-24,305,231,26,57,75.7,24.7
Laois,2024,Q2,25-29,351,317,19,78,90.3,24.6
Laois,2024,Q2,30-34,398,382,44,85,96.0,22.3
Laois,2024,Q3,15-19,297,115,12,17,38.7,14.8
Laois,2024,Q3,20-24,405,296,22,51,73.1,17.2
Laois,2024,Q3,25-29,256,224,11,51,87.5,22.8
Laois,2024,Q3,30-34,294,297,34,43,101.0,14.5
Laois,2024,Q4,15-19,388,155,6,34,39.9,21.9
Laois,2024,Q4,20-24,303,231,19,43,76.2,18.6
Laois,2024,Q4,25-29,334,304,12,40,91.0,13.2
Laois,2024,Q4,30-34,412,407,40,51,98.8,12.5
Laois,2025,Q1,15-19,379,146,12,26,38.5,17.8
Laois,2025,Q1,20-24,404,299,13,34,74.0,11.4
Laois,2025,Q1,25-29,300,284,12,39,94.7,13.7
Laois,2025,Q1,30-34,243,236,11,48,97.1,20.3
Laois,2025,Q2,15-19,302,117,11,14,38.7,12.0
Laois,2025,Q2,20-24,302,238,10,31,78.8,13.0
Laois,2025,Q2,25-29,365,339,22,77,92.9,22.7
Laois,2025,Q2,30-34,336,324,32,43,96.4,13.3
Laois,2025,Q3,15-19,353,133,12,23,37.7,17.3
Laois,2025,Q3,20-24,283,222,10,46,78.4,20.7
Laois,2025,Q3,25-29,264,250,21,53,94.7,21.2
Laois,2025,Q3,30-34,360,346,21,65,96.1,18.8
Laois,2025,Q4,15-19,387,147,12,27,38.0,18.4
Laois,2025,Q4,20-24,359,271,30,68,75.5,25.1
Laois,2025,Q4,25-29,362,344,18,42,95.0,12.2
Laois,2025,Q4,30-34,287,279,27,28,97.2,10.0
Leitrim,2018,Q1,15-19,173,62,3,11,35.8,17.7
Leitrim,2018,Q1,20-24,230,156,10,16,67.8,10.3
Leitrim,2018,Q1,25-29,231,193,15,36,83.5,18.7
Leitrim,2018,Q1,30-34,252,223,26,25,88.5,11.2
Leitrim,2018,Q2,15-19,223,74,7,9,33.2,12.2
Leitrim,2018,Q2,20-24,183,119,9,25,65.0,21.0
Leitrim,2018,Q2,25-29,195,156,16,13,80.0,8.3
Leitrim,2018,Q2,30-34,231,202,11,19,87.4,9.4
Leitrim,2018,Q3,15-19,174,59,2,8,33.9,13.6
Leitrim,2018,Q3,20-24,263,175,19,16,66.5,9.1
Leitrim,2018,Q3,25-29,279,223,12,30,79.9,13.5
Leitrim,2018,Q3,30-34,215,187,22,39,87.0,20.9
Leitrim,2018,Q4,15-19,211,73,4,13,34.6,17.8
Leitrim,2018,Q4,20-24,255,170,12,15,66.7,8.8
Leitrim,2018,Q4,25-29,188,152,14,18,80.9,11.8
Leitrim,2018,Q4,30-34,230,204,24,38,88.7,18.6
Leitrim,2019,Q1,15-19,173,60,5,11,34.7,18.3
Leitrim,2019,Q1,20-24,233,156,17,31,67.0,19.9
Leitrim,2019,Q1,25-29,239,203,19,45,84.9,22.2
Leitrim,2019,Q1,30-34,258,233,26,24,90.3,10.3
Leitrim,2019,Q2,15-19,167,59,5,4,35.3,6.8
Leitrim,2019,Q2,20-24,263,182,17,19,69.2,10.4
Leitrim,2019,Q2,25-29,183,152,6,17,83.1,11.2
Leitrim,2019,Q2,30-34,173,160,7,28,92.5,17.5
Leitrim,2019,Q3,15-19,252,89,4,19,35.3,21.3
Leitrim,2019,Q3,20-24,238,160,10,27,67.2,16.9
Leitrim,2019,Q3,25-29,193,165,16,16,85.5,9.7
Leitrim,2019,Q3,30-34,233,214,18,37,91.8,17.3
Leitrim,2019,Q4,15-19,207,72,7,6,34.8,8.3
Leitrim,2019,Q4,20-24,255,176,11,21,69.0,11.9
Leitrim,2019,Q4,25-29,219,187,9,18,85.4,9.6
Leitrim,2019,Q4,30-34,192,171,14,30,89.1,17.5
Leitrim,2020,Q1,15-19,252,77,7,16,30.6,20.8
Leitrim,2020,Q1,20-24,220,139,12,18,63.2,12.9
Leitrim,2020,Q1,25-29,258,185,11,19,71.7,10.3
Leitrim,2020,Q1,30-34,272,211,14,43,77.6,20.4
Leitrim,2020,Q2,15-19,272,89,8,8,32.7,9.0
Leitrim,2020,Q2,20-24,275,167,15,22,60.7,13.2
Leitrim,2020,Q2,25-29,160,122,10,21,76.2,17.2
Leitrim,2020,Q2,30-34,248,192,11,27,77.4,14.1
Leitrim,2020,Q3,15-19,180,59,2,12,32.8,20.3
Leitrim,2020,Q3,20-24,227,144,11,23,63.4,16.0
Leitrim,2020,Q3,25-29,242,187,21,27,77.3,14.4
Leitrim,2020,Q3,30-34,170,131,5,22,77.1,16.8
Leitrim,2020,Q4,15-19,276,90,6,17,32.6,18.9
Leitrim,2020,Q4,20-24,242,151,9,24,62.4,15.9
Leitrim,2020,Q4,25-29,169,124,14,28,73.4,22.6
Leitrim,2020,Q4,30-34,237,187,17,33,78.9,17.6
Leitrim,2021,Q1,15-19,205,69,3,9,33.7,13.0
Leitrim,2021,Q1,20-24,214,145,6,25,67.8,17.2
Leitrim,2021,Q1,25-29,169,141,10,21,83.4,14.9
Leitrim,2021,Q1,30-34,189,169,16,27,89.4,16.0
Leitrim,2021,Q2,15-19,231,82,9,10,35.5,12.2
Leitrim,2021,Q2,20-24,199,130,6,29,65.3,22.3
Leitrim,2021,Q2,25-29,249,205,16,36,82.3,17.6
Leitrim,2021,Q2,30-34,259,222,18,22,85.7,9.9
Leitrim,2021,Q3,15-19,238,83,4,9,34.9,10.8
Leitrim,2021,Q3,20-24,269,174,15,36,64.7,20.7
Leitrim,2021,Q3,25-29,242,190,10,44,78.5,23.2
Leitrim,2021,Q3,30-34,260,223,19,28,85.8,12.6
Leitrim,2021,Q4,15-19,268,94,8,16,35.1,17.0
Leitrim,2021,Q4,20-24,204,139,7,19,68.1,13.7
Leitrim,2021,Q4,25-29,216,178,11,35,82.4,19.7
Leitrim,2021,Q4,30-34,185,155,12,21,83.8,13.5
Leitrim,2022,Q1,15-19,184,70,6,12,38.0,17.1
Leitrim,2022,Q1,20-24,275,193,17,41,70.2,21.2
Leitrim,2022,Q1,25-29,240,216,13,40,90.0,18.5
Leitrim,2022,Q1,30-34,201,188,8,44,93.5,23.4
Leitrim,2022,Q2,15-19,180,65,6,7,36.1,10.8
Leitrim,2022,Q2,20-24,258,181,14,16,70.2,8.8
Leitrim,2022,Q2,25-29,251,225,18,51,89.6,22.7
Leitrim,2022,Q2,30-34,163,156,9,35,95.7,22.4
Leitrim,2022,Q3,15-19,214,81,7,16,37.9,19.8
Leitrim,2022,Q3,20-24,182,137,15,15,75.3,10.9
Leitrim,2022,Q3,25-29,174,150,9,21,86.2,14.0
Leitrim,2022,Q3,30-34,202,195,14,24,96.5,12.3
Leitrim,2022,Q4,15-19,169,65,3,12,38.5,18.5
Leitrim,2022,Q4,20-24,250,178,14,34,71.2,19.1
Leitrim,2022,Q4,25-29,165,145,11,14,87.9,9.7
Leitrim,2022,Q4,30-34,221,205,17,34,92.8,16.6
Leitrim,2023,Q1,15-19,278,108,5,11,38.8,10.2
Leitrim,2023,Q1,20-24,181,130,6,15,71.8,11.5
Leitrim,2023,Q1,25-29,218,190,10,20,87.2,10.5
Leitrim,2023,Q1,30-34,266,249,14,24,93.6,9.6
Leitrim,2023,Q2,15-19,271,101,4,16,37.3,15.8
Leitrim,2023,Q2,20-24,227,168,8,26,74.0,15.5
Leitrim,2023,Q2,25-29,272,236,22,46,86.8,19.5
Leitrim,2023,Q2,30-34,171,166,9,18,97.1,10.8
Leitrim,2023,Q3,15-19,262,96,9,22,36.6,22.9
Leitrim,2023,Q3,20-24,237,177,13,28,74.7,15.8
Leitrim,2023,Q3,25-29,237,216,24,51,91.1,23.6
Leitrim,2023,Q3,30-34,173,170,16,22,98.3,12.9
Leitrim,2023,Q4,15-19,179,70,4,6,39.1,8.6
Leitrim,2023,Q4,20-24,182,137,8,27,75.3,19.7
Leitrim,2023,Q4,25-29,191,173,11,28,90.6,16.2
Leitrim,2023,Q4,30-34,194,192,22,46,99.0,24.0
Leitrim,2024,Q1,15-19,172,64,2,11,37.2,17.2
Leitrim,2024,Q1,20-24,210,154,6,34,73.3,22.1
Leitrim,2024,Q1,25-29,252,224,20,55,88.9,24.6
Leitrim,2024,Q1,30-34,263,256,26,29,97.3,11.3
Leitrim,2024,Q2,15-19,271,108,5,15,39.9,13.9
Leitrim,2024,Q2,20-24,268,197,20,24,73.5,12.2
Leitrim,2024,Q2,25-29,210,184,12,46,87.6,25.0
Leitrim,2024,Q2,30-34,245,239,23,56,97.6,23.4
Leitrim,2024,Q3,15-19,222,83,3,9,37.4,10.8
Leitrim,2024,Q3,20-24,194,141,12,34,72.7,24.1
Leitrim,2024,Q3,25-29,276,249,24,52,90.2,20.9
Leitrim,2024,Q3,30-34,236,227,20,23,96.2,10.1
Leitrim,2024,Q4,15-19,250,97,6,9,38.8,9.3
Leitrim,2024,Q4,20-24,222,171,12,37,77.0,21.6
Leitrim,2024,Q4,25-29,256,234,21,37,91.4,15.8
Leitrim,2024,Q4,30-34,279,274,11,53,98.2,19.3
Leitrim,2025,Q1,15-19,258,103,6,18,39.9,17.5
Leitrim,2025,Q1,20-24,225,168,16,34,74.7,20.2
Leitrim,2025,Q1,25-29,225,210,24,41,93.3,19.5
Leitrim,2025,Q1,30-34,165,162,13,15,98.2,9.3
Leitrim,2025,Q2,15-19,193,77,3,18,39.9,23.4
Leitrim,2025,Q2,20-24,233,185,13,22,79.4,11.9
Leitrim,2025,Q2,25-29,174,157,14,36,90.2,22.9
Leitrim,2025,Q2,30-34,216,215,21,21,99.5,9.8
Leitrim,2025,Q3,15-19,163,62,5,9,38.0,14.5
Leitrim,2025,Q3,20-24,270,206,15,23,76.3,11.2
Leitrim,2025,Q3,25-29,233,221,24,20,94.8,9.0
Leitrim,2025,Q3,30-34,244,241,13,41,98.8,17.0
Leitrim,2025,Q4,15-19,197,80,5,20,40.6,25.0
Leitrim,2025,Q4,20-24,179,138,15,23,77.1,16.7
Leitrim,2025,Q4,25-29,180,160,14,26,88.9,16.2
Leitrim,2025,Q4,30-34,260,253,11,43,97.3,17.0
Limerick,2018,Q1,15-19,922,328,24,49,35.6,14.9
Limerick,2018,Q1,20-24,1117,769,48,124,68.8,16.1
Limerick,2018,Q1,25-29,1009,822,53,176,81.5,21.4
Limerick,2018,Q1,30-34,828,741,75,129,89.5,17.4
Limerick,2018,Q2,15-19,1236,429,20,64,34.7,14.9
Limerick,2018,Q2,20-24,982,654,77,87,66.6,13.3
Limerick,2018,Q2,25-29,1039,885,92,175,85.2,19.8
Limerick,2018,Q2,30-34,1165,1007,73,113,86.4,11.2
Limerick,2018,Q3,15-19,988,342,16,60,34.6,17.5
Limerick,2018,Q3,20-24,912,644,69,88,70.6,13.7
Limerick,2018,Q3,25-29,1206,961,99,159,79.7,16.5
Limerick,2018,Q3,30-34,1112,988,63,130,88.8,13.2
Limerick,2018,Q4,15-19,1258,427,21,84,33.9,19.7
Limerick,2018,Q4,20-24,1060,715,72,105,67.5,14.7
Limerick,2018,Q4,25-29,1105,918,87,117,83.1,12.7
Limerick,2018,Q4,30-34,787,709,40,110,90.1,15.5
Limerick,2019,Q1,15-19,912,334,21,73,36.6,21.9
Limerick,2019,Q1,20-24,1031,693,57,114,67.2,16.5
Limerick,2019,Q1,25-29,875,702,82,62,80.2,8.8
Limerick,2019,Q1,30-34,1027,902,86,75,87.8,8.3
Limerick,2019,Q2,15-19,720,259,27,21,36.0,8.1
Limerick,2019,Q2,20-24,1026,707,56,65,68.9,9.2
Limerick,2019,Q2,25-29,1202,1003,101,152,83.4,15.2
Limerick,2019,Q2,30-34,1009,914,49,189,90.6,20.7
Limerick,2019,Q3,15-19,1223,423,49,66,34.6,15.6
Limerick,2019,Q3,20-24,954,664,40,57,69.6,8.6
Limerick,2019,Q3,25-29,1067,899,103,100,84.3,11.1
Limerick,2019,Q3,30-34,812,742,37,119,91.4,16.0
Limerick,2019,Q4,15-19,1176,429,26,53,36.5,12.4
Limerick,2019,Q4,20-24,1215,872,98,167,71.8,19.2
Limerick,2019,Q4,25-29,873,707,69,68,81.0,9.6
Limerick,2019,Q4,30-34,1249,1160,130,211,92.9,18.2
Limerick,2020,Q1,15-19,1011,315,30,66,31.2,21.0
Limerick,2020,Q1,20-24,993,609,44,55,61.3,9.0
Limerick,2020,Q1,25-29,999,742,39,138,74.3,18.6
Limerick,2020,Q1,30-34,790,634,66,140,80.3,22.1
Limerick,2020,Q2,15-19,770,242,16,39,31.4,16.1
Limerick,2020,Q2,20-24,861,548,43,84,63.6,15.3
Limerick,2020,Q2,25-29,1120,860,91,123,76.8,14.3
Limerick,2020,Q2,30-34,734,608,68,105,82.8,17.3
Limerick,2020,Q3,15-19,1210,380,18,45,31.4,11.8
Limerick,2020,Q3,20-24,1189,725,38,109,61.0,15.0
Limerick,2020,Q3,25-29,1063,776,73,165,73.0,21.3
Limerick,2020,Q3,30-34,733,590,40,88,80.5,14.9
Limerick,2020,Q4,15-19,924,289,15,45,31.3,15.6
Limerick,2020,Q4,20-24,973,615,34,115,63.2,18.7
Limerick,2020,Q4,25-29,952,711,44,135,74.7,19.0
Limerick,2020,Q4,30-34,810,634,62,58,78.3,9.1
Limerick,2021,Q1,15-19,742,263,24,29,35.4,11.0
Limerick,2021,Q1,20-24,1207,801,90,84,66.4,10.5
Limerick,2021,Q1,25-29,964,784,46,82,81.3,10.5
Limerick,2021,Q1,30-34,740,668,78,95,90.3,14.2
Limerick,2021,Q2,15-19,978,326,16,72,33.3,22.1
Limerick,2021,Q2,20-24,842,574,68,72,68.2,12.5
Limerick,2021,Q2,25-29,796,623,30,53,78.3,8.5
Limerick,2021,Q2,30-34,1108,988,79,129,89.2,13.1
Limerick,2021,Q3,15-19,1075,375,35,43,34.9,11.5
Limerick,2021,Q3,20-24,1206,815,37,72,67.6,8.8
Limerick,2021,Q3,25-29,963,791,75,81,82.1,10.2
Limerick,2021,Q3,30-34,772,689,53,96,89.2,13.9
Limerick,2021,Q4,15-19,829,292,14,58,35.2,19.9
Limerick,2021,Q4,20-24,1224,793,57,186,64.8,23.5
Limerick,2021,Q4,25-29,1074,878,73,82,81.8,9.3
Limerick,2021,Q4,30-34,789,688,64,80,87.2,11.6
Limerick,2022,Q1,15-19,873,340,31,55,38.9,16.2
Limerick,2022,Q1,20-24,1053,755,45,109,71.7,14.4
Limerick,2022,Q1,25-29,953,808,61,96,84.8,11.9
Limerick,2022,Q1,30-34,1096,997,51,95,91.0,9.5
Limerick,2022,Q2,15-19,937,345,23,38,36.8,11.0
Limerick,2022,Q2,20-24,1185,865,73,98,73.0,11.3
Limerick,2022,Q2,25-29,932,808,79,134,86.7,16.6
Limerick,2022,Q2,30-34,1151,1052,123,96,91.4,9.1
Limerick,2022,Q3,15-19,1093,419,26,45,38.3,10.7
Limerick,2022,Q3,20-24,925,652,36,157,70.5,24.1
Limerick,2022,Q3,25-29,911,778,46,169,85.4,21.7
Limerick,2022,Q3,30-34,1000,977,86,86,97.7,8.8
Limerick,2022,Q4,15-19,1142,420,42,96,36.8,22.9
Limerick,2022,Q4,20-24,1060,762,55,73,71.9,9.6
Limerick,2022,Q4,25-29,825,703,50,99,85.2,14.1
Limerick,2022,Q4,30-34,954,871,53,146,91.3,16.8
Limerick,2023,Q1,15-19,775,292,15,63,37.7,21.6
Limerick,2023,Q1,20-24,801,608,42,59,75.9,9.7
Limerick,2023,Q1,25-29,766,663,78,141,86.6,21.3
Limerick,2023,Q1,30-34,819,785,62,71,95.8,9.0
Limerick,2023,Q2,15-19,1049,396,42,75,37.8,18.9
Limerick,2023,Q2,20-24,1143,873,99,91,76.4,10.4
Limerick,2023,Q2,25-29,1081,984,98,182,91.0,18.5
Limerick,2023,Q2,30-34,874,858,83,88,98.2,10.3
Limerick,2023,Q3,15-19,1081,425,26,60,39.3,14.1
Limerick,2023,Q3,20-24,785,577,48,108,73.5,18.7
Limerick,2023,Q3,25-29,910,824,98,188,90.5,22.8
Limerick,2023,Q3,30-34,1024,1009,53,245,98.5,24.3
Limerick,2023,Q4,15-19,1132,445,19,100,39.3,22.5
Limerick,2023,Q4,20-24,918,704,65,137,76.7,19.5
Limerick,2023,Q4,25-29,1033,926,80,178,89.6,19.2
Limerick,2023,Q4,30-34,1118,1081,116,189,96.7,17.5
Limerick,2024,Q1,15-19,1151,455,44,57,39.5,12.5
Limerick,2024,Q1,20-24,1215,889,42,158,73.2,17.8
Limerick,2024,Q1,25-29,987,893,45,138,90.5,15.5
Limerick,2024,Q1,30-34,898,890,106,181,99.1,20.3
Limerick,2024,Q2,15-19,1009,386,18,80,38.3,20.7
Limerick,2024,Q2,20-24,990,717,69,68,72.4,9.5
Limerick,2024,Q2,25-29,1224,1082,92,187,88.4,17.3
Limerick,2024,Q2,30-34,1032,995,81,221,96.4,22.2
Limerick,2024,Q3,15-19,964,385,30,80,39.9,20.8
Limerick,2024,Q3,20-24,727,540,30,98,74.3,18.1
Limerick,2024,Q3,25-29,896,783,70,136,87.4,17.4
Limerick,2024,Q3,30-34,777,731,54,119,94.1,16.3
Limerick,2024,Q4,15-19,1051,401,37,93,38.2,23.2
Limerick,2024,Q4,20-24,878,686,48,92,78.1,13.4
Limerick,2024,Q4,25-29,766,681,67,81,88.9,11.9
Limerick,2024,Q4,30-34,769,765,85,152,99.5,19.9
Limerick,2025,Q1,15-19,881,351,37,57,39.8,16.2
Limerick,2025,Q1,20-24,791,623,45,130,78.8,20.9
Limerick,2025,Q1,25-29,1232,1156,46,207,93.8,17.9
Limerick,2025,Q1,30-34,1229,1244,94,208,101.2,16.7
Limerick,2025,Q2,15-19,1130,443,51,90,39.2,20.3
Limerick,2025,Q2,20-24,981,772,86,141,78.7,18.3
Limerick,2025,Q2,25-29,1092,1004,86,153,91.9,15.2
Limerick,2025,Q2,30-34,919,910,40,222,99.0,24.4
Limerick,2025,Q3,15-19,1040,404,46,98,38.8,24.3
Limerick,2025,Q3,20-24,1018,793,68,198,77.9,25.0
Limerick,2025,Q3,25-29,1045,934,50,193,89.4,20.7
Limerick,2025,Q3,30-34,1053,1022,78,201,97.1,19.7
Limerick,2025,Q4,15-19,1240,507,31,117,40.9,23.1
Limerick,2025,Q4,20-24,1257,930,67,202,74.0,21.7
Limerick,2025,Q4,25-29,1022,980,60,172,95.9,17.6
Limerick,2025,Q4,30-34,841,829,89,171,98.6,20.6
Longford,2018,Q1,15-19,210,71,7,6,33.8,8.5
Longford,2018,Q1,20-24,266,181,7,24,68.0,13.3
Longford,2018,Q1,25-29,248,209,14,22,84.3,10.5
Longford,2018,Q1,30-34,239,214,21,41,89.5,19.2
Longford,2018,Q2,15-19,263,95,7,8,36.1,8.4
Longford,2018,Q2,20-24,205,140,6,25,68.3,17.9
Longford,2018,Q2,25-29,238,199,15,20,83.6,10.1
Longford,2018,Q2,30-34,242,220,24,33,90.9,15.0
Longford,2018,Q3,15-19,276,97,8,9,35.1,9.3
Longford,2018,Q3,20-24,204,139,8,11,68.1,7.9
Longford,2018,Q3,25-29,235,195,10,19,83.0,9.7
Longford,2018,Q3,30-34,192,175,13,15,91.1,8.6
Longford,2018,Q4,15-19,170,59,2,5,34.7,8.5
Longford,2018,Q4,20-24,223,151,13,13,67.7,8.6
Longford,2018,Q4,25-29,202,163,9,28,80.7,17.2
Longford,2018,Q4,30-34,238,209,20,41,87.8,19.6
Longford,2019,Q1,15-19,203,69,7,13,34.0,18.8
Longford,2019,Q1,20-24,213,149,17,27,70.0,18.1
Longford,2019,Q1,25-29,217,184,16,29,84.8,15.8
Longford,2019,Q1,30-34,200,173,15,26,86.5,15.0
Longford,2019,Q2,15-19,259,91,10,8,35.1,8.8
Longford,2019,Q2,20-24,207,148,10,21,71.5,14.2
Longford,2019,Q2,25-29,239,192,18,22,80.3,11.5
Longford,2019,Q2,30-34,169,157,7,21,92.9,13.4
Longford,2019,Q3,15-19,267,92,7,20,34.5,21.7
Longford,2019,Q3,20-24,225,150,11,12,66.7,8.0
Longford,2019,Q3,25-29,162,136,8,22,84.0,16.2
Longford,2019,Q3,30-34,266,235,26,26,88.3,11.1
Longford,2019,Q4,15-19,230,84,8,13,36.5,15.5
Longford,2019,Q4,20-24,185,129,12,14,69.7,10.9
Longford,2019,Q4,25-29,222,180,10,20,81.1,11.1
Longford,2019,Q4,30-34,163,148,16,27,90.8,18.2
Longford,2020,Q1,15-19,266,82,5,17,30.8,20.7
Longford,2020,Q1,20-24,219,140,15,11,63.9,7.9
Longford,2020,Q1,25-29,276,213,23,33,77.2,15.5
Longford,2020,Q1,30-34,231,188,16,42,81.4,22.3
Longford,2020,Q2,15-19,192,60,4,13,31.2,21.7
Longford,2020,Q2,20-24,185,116,6,22,62.7,19.0
Longford,2020,Q2,25-29,187,137,11,23,73.3,16.8
Longford,2020,Q2,30-34,170,133,5,16,78.2,12.0
Longford,2020,Q3,15-19,240,73,7,16,30.4,21.9
Longford,2020,Q3,20-24,279,174,12,31,62.4,17.8
Longford,2020,Q3,25-29,161,122,10,17,75.8,13.9
Longford,2020,Q3,30-34,253,202,10,35,79.8,17.3
Longford,2020,Q4,15-19,169,54,6,6,32.0,11.1
Longford,2020,Q4,20-24,263,163,18,36,62.0,22.1
Longford,2020,Q4,25-29,175,134,10,19,76.6,14.2
Longford,2020,Q4,30-34,182,145,6,16,79.7,11.0
Longford,2021,Q1,15-19,242,82,4,15,33.9,18.3
Longford,2021,Q1,20-24,223,150,10,33,67.3,22.0
Longford,2021,Q1,25-29,162,129,14,22,79.6,17.1
Longford,2021,Q1,30-34,195,170,19,20,87.2,11.8
Longford,2021,Q2,15-19,200,68,7,15,34.0,22.1
Longford,2021,Q2,20-24,270,177,8,31,65.6,17.5
Longford,2021,Q2,25-29,186,153,12,28,82.3,18.3
